# BEGIN PLOT
Legend=1
LogY=1
Title=Average ratio of $\Lambda_c^+$ and $D^0$
XLabel=$p_T$ [GeV/$c$]
YLabel=$\Lambda_c^+$/$D0$
DrawOnly=/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6mode0.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6mode2.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6Per11.yoda/ALICE_2022_I1868463/d05-x01-y01
LegendOnly=/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6mode0.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6mode2.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6.yoda/ALICE_2022_I1868463/d05-x01-y01 //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6Per11.yoda/ALICE_2022_I1868463/d05-x01-y01
RatioPlot=1
RatioPlotReference=/ALICE_2022_I1868463/d05-x01-y01
# END PLOT

# BEGIN HISTO1D /ALICE_2022_I1868463/d05-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ALICE_2022_I1868463/d05-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
4.000000e+00	5.000000e+00	3.986095e-01	2.541655e-02	2.541655e-02
5.000000e+00	6.000000e+00	3.274854e-01	2.911067e-02	2.911067e-02
6.000000e+00	7.000000e+00	2.721088e-01	3.431309e-02	3.431309e-02
7.000000e+00	8.000000e+00	3.353659e-01	5.225618e-02	5.225618e-02
8.000000e+00	1.000000e+01	1.803279e-01	3.410415e-02	3.410415e-02
1.000000e+01	1.200000e+01	1.772152e-01	5.138837e-02	5.138837e-02
1.200000e+01	2.400000e+01	9.302326e-02	3.438438e-02	3.438438e-02
# END HISTO1D


# BEGIN HISTO1D //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6mode2.yoda/ALICE_2022_I1868463/d05-x01-y01
ErrorBars=1
LineColor=green
LineStyle=solid
Path=//afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia8pp1e6mode2.yoda/ALICE_2022_I1868463/d05-x01-y01
Title=Pythia8 ECR Mode2
# xlow	 xhigh	 val	 errminus	 errplus
1.000000e+00	2.000000e+00	6.161746e-01	1.598977e-02	1.598977e-02
2.000000e+00	3.000000e+00	5.576037e-01	1.826295e-02	1.826295e-02
3.000000e+00	4.000000e+00	5.042126e-01	2.217065e-02	2.217065e-02
4.000000e+00	5.000000e+00	5.145503e-01	3.210664e-02	3.210664e-02
5.000000e+00	6.000000e+00	4.071730e-01	3.476755e-02	3.476755e-02
6.000000e+00	7.000000e+00	3.249097e-01	3.942164e-02	3.942164e-02
7.000000e+00	8.000000e+00	2.928177e-01	4.573282e-02	4.573282e-02
8.000000e+00	1.000000e+01	2.192513e-01	3.780915e-02	3.780915e-02
1.000000e+01	1.200000e+01	2.465753e-01	6.488924e-02	6.488924e-02
1.200000e+01	2.400000e+01	2.328767e-01	6.271356e-02	6.271356e-02
# END HISTO1D


# BEGIN HISTO1D //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6.yoda/ALICE_2022_I1868463/d05-x01-y01
ErrorBars=1
LineColor=orange
LineStyle=solid
Path=//afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6.yoda/ALICE_2022_I1868463/d05-x01-y01
Title=Pythia6 (default)
# xlow	 xhigh	 val	 errminus	 errplus
1.000000e+00	2.000000e+00	1.234519e-01	7.443816e-03	7.443816e-03
2.000000e+00	3.000000e+00	1.158117e-01	8.266582e-03	8.266582e-03
3.000000e+00	4.000000e+00	1.485069e-01	1.173287e-02	1.173287e-02
4.000000e+00	5.000000e+00	1.356350e-01	1.378145e-02	1.378145e-02
5.000000e+00	6.000000e+00	1.412214e-01	1.753757e-02	1.753757e-02
6.000000e+00	7.000000e+00	1.227154e-01	1.896640e-02	1.896640e-02
7.000000e+00	8.000000e+00	1.230159e-01	2.341387e-02	2.341387e-02
8.000000e+00	1.000000e+01	1.309904e-01	2.175590e-02	2.175590e-02
1.000000e+01	1.200000e+01	2.291667e-01	4.422826e-02	4.422826e-02
1.200000e+01	2.400000e+01	1.000000e-01	2.543735e-02	2.543735e-02
# END HISTO1D


# BEGIN HISTO1D //afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6Per11.yoda/ALICE_2022_I1868463/d05-x01-y01
ErrorBars=1
LineColor=lilac
LineStyle=solid
Path=//afs/cern.ch/user/m/mgiacalo/Rivet/ALICE_2022_I1868463/pythia6pp1e6Per11.yoda/ALICE_2022_I1868463/d05-x01-y01
Title=Pythia6 (Perugia 2011)
# xlow	 xhigh	 val	 errminus	 errplus
1.000000e+00	2.000000e+00	8.808885e-02	2.709594e-03	2.709594e-03
2.000000e+00	3.000000e+00	9.509310e-02	3.492179e-03	3.492179e-03
3.000000e+00	4.000000e+00	1.003496e-01	4.765089e-03	4.765089e-03
4.000000e+00	5.000000e+00	1.134142e-01	7.027432e-03	7.027432e-03
5.000000e+00	6.000000e+00	9.150805e-02	8.551017e-03	8.551017e-03
6.000000e+00	7.000000e+00	1.144414e-01	1.318172e-02	1.318172e-02
7.000000e+00	8.000000e+00	1.518987e-01	1.921299e-02	1.921299e-02
8.000000e+00	1.000000e+01	8.387097e-02	1.398196e-02	1.398196e-02
1.000000e+01	1.200000e+01	1.157407e-01	2.445107e-02	2.445107e-02
1.200000e+01	2.400000e+01	8.910891e-02	2.191899e-02	2.191899e-02
# END HISTO1D

